iter	Accuracy	MultiClass
252	0.8466900728	0.6158195176
253	0.8466900728	0.6140887864
254	0.8466900728	0.6124337032
255	0.8466900728	0.6084591353
256	0.8466900728	0.605826609
257	0.8549611792	0.6029243445
258	0.8549611792	0.6003133637
259	0.8549611792	0.5971914592
260	0.8549611792	0.5937393917
261	0.8549611792	0.593013075
262	0.8549611792	0.5907183774
263	0.8549611792	0.5888050976
264	0.8549611792	0.5871926014
265	0.8549611792	0.5853644323
266	0.8549611792	0.5827020381
267	0.8549611792	0.5792574269
268	0.8549611792	0.5774943743
269	0.8549611792	0.5760059846
270	0.8549611792	0.5736293544
271	0.8549611792	0.5711136093
272	0.8549611792	0.5690468303
273	0.8549611792	0.5672405303
274	0.8549611792	0.5658581182
275	0.8549611792	0.5639027351
276	0.8549611792	0.5618153008
277	0.8549611792	0.5589940373
278	0.8549611792	0.5567134961
279	0.8549611792	0.5549723984
280	0.8549611792	0.5529503861
281	0.8816391232	0.5502154738
282	0.8816391232	0.5485784041
283	0.8816391232	0.5470606212
284	0.8816391232	0.5453122716
285	0.8816391232	0.5432059615
286	0.8816391232	0.5420449585
287	0.8816391232	0.5399614271
288	0.8816391232	0.5380074714
289	0.8816391232	0.5346566748
290	0.8816391232	0.5330336609
291	0.8816391232	0.5308681772
292	0.8816391232	0.5279167512
293	0.8816391232	0.5260228933
294	0.8816391232	0.5249759047
295	0.8816391232	0.5224471898
296	0.8816391232	0.5210707119
297	0.8816391232	0.5198640432
298	0.8816391232	0.5182634876
299	0.8816391232	0.5158535432
300	0.8816391232	0.5138793318
301	0.8816391232	0.512407131
302	0.8816391232	0.511230773
303	0.8816391232	0.5093505101
304	0.8816391232	0.5072602309
305	0.8816391232	0.5052231354
306	0.8816391232	0.5037323223
307	0.8816391232	0.5009506557
308	0.8816391232	0.4999301868
309	0.8816391232	0.4986371073
310	0.8816391232	0.497159284
311	0.8816391232	0.4963137658
312	0.8816391232	0.4942527365
313	0.8816391232	0.4923183141
314	0.8816391232	0.489979528
315	0.8816391232	0.4880380456
316	0.8816391232	0.4863977781
317	0.8816391232	0.4849624501
318	0.8816391232	0.4834209536
319	0.8816391232	0.4817633995
320	0.8816391232	0.4804160863
321	0.8816391232	0.4786110333
322	0.8816391232	0.4774288237
323	0.8899102296	0.4760466408
324	0.8899102296	0.4737382518
325	0.9058705113	0.4709256247
326	0.9058705113	0.4695734852
327	0.9058705113	0.4680020825
328	0.9058705113	0.4655775681
329	0.9058705113	0.46439297
330	0.9058705113	0.4623370442
331	0.9058705113	0.4607701743
332	0.9058705113	0.4582316844
333	0.9058705113	0.4574800617
334	0.9058705113	0.4558211054
335	0.9058705113	0.4550955922
336	0.921830793	0.4534157152
337	0.921830793	0.4517159794
338	0.921830793	0.4505388395
339	0.921830793	0.4487158112
340	0.9301018994	0.4471895837
341	0.921830793	0.4455834906
342	0.921830793	0.4432441659
343	0.921830793	0.4418553753
344	0.9301018994	0.4413324739
345	0.9301018994	0.4400185977
346	0.9301018994	0.4386255434
347	0.9460621811	0.4373617044
348	0.9301018994	0.4361285613
349	0.9301018994	0.4348950736
350	0.9301018994	0.4339670795
351	0.9301018994	0.4324003593
352	0.9460621811	0.4313211362
353	0.9460621811	0.4305015781
354	0.9567798433	0.4293937988
355	0.9567798433	0.4282038308
356	0.9567798433	0.4266681311
357	0.9567798433	0.4250028362
358	0.9567798433	0.4226828757
359	0.9567798433	0.4215492064
360	0.9567798433	0.4204471302
361	0.9567798433	0.4196224355
362	0.9567798433	0.4178858404
363	0.9567798433	0.4162725173
364	0.9567798433	0.4146963459
365	0.9567798433	0.4131853044
366	0.9567798433	0.4122619733
367	0.9567798433	0.4114248027
368	0.9567798433	0.410153712
369	0.9567798433	0.4092530571
370	0.972740125	0.4074338758
371	0.972740125	0.4062904542
372	0.972740125	0.4044357612
373	0.972740125	0.4032579949
374	0.972740125	0.4015996265
375	0.972740125	0.4002819902
376	0.972740125	0.3986480971
377	0.9810112314	0.3971438236
378	0.9810112314	0.3949163059
379	0.972740125	0.393496838
380	0.972740125	0.3917546567
381	0.972740125	0.3906508888
382	0.9810112314	0.3895619537
383	0.9810112314	0.3881093297
384	0.9810112314	0.386764427
385	0.972740125	0.385304442
386	0.9810112314	0.3837662532
387	0.9810112314	0.3829575126
388	0.9810112314	0.3822633534
389	0.9892823378	0.3805087385
390	0.9892823378	0.3790018421
391	0.9892823378	0.3776226361
392	0.9892823378	0.3766221442
393	0.9892823378	0.3756069911
394	0.9892823378	0.3749701744
395	0.9892823378	0.3736878211
396	0.9892823378	0.3724256493
397	0.9892823378	0.371150548
398	0.9892823378	0.3706302585
399	0.9892823378	0.3695829775
400	0.9892823378	0.3684030402
401	0.9892823378	0.3675252956
402	0.9892823378	0.3664377668
403	0.9892823378	0.3652043884
404	0.9892823378	0.3648512227
405	0.9892823378	0.3629278778
406	0.9892823378	0.3615694206
407	0.9892823378	0.3607382609
408	0.9892823378	0.3596223466
409	0.9892823378	0.3588221324
410	0.9892823378	0.3578669022
411	0.9892823378	0.3567981253
412	0.9892823378	0.3558600865
413	0.9892823378	0.3552315107
414	0.9892823378	0.3543875042
415	0.9892823378	0.3530460381
416	0.9892823378	0.3516343143
417	0.9892823378	0.3503811135
418	0.9892823378	0.3493131946
419	0.9892823378	0.3482087643
420	0.9892823378	0.3469173028
421	0.9892823378	0.345939975
422	0.9892823378	0.344723044
423	0.9892823378	0.343851818
424	0.9892823378	0.3425030423
425	0.9892823378	0.3411434779
426	0.9892823378	0.3403220517
427	0.9892823378	0.339680818
428	0.9892823378	0.3385289622
429	0.9892823378	0.3375987306
430	0.9892823378	0.3366337087
431	0.9892823378	0.3354323413
432	0.9892823378	0.3343282303
433	0.9892823378	0.3332688812
434	0.9892823378	0.331938942
435	0.9892823378	0.330882728
436	0.9892823378	0.3301784387
437	0.9892823378	0.3294426207
438	0.9892823378	0.3287768976
439	0.9892823378	0.3277803094
440	0.9892823378	0.3264340631
441	0.9892823378	0.3252111064
442	0.9892823378	0.3243477963
443	0.9892823378	0.3232769417
444	0.9892823378	0.3225645842
445	0.9892823378	0.321653746
446	0.9892823378	0.3205418146
447	0.9892823378	0.3201085329
448	0.9892823378	0.3194278076
449	0.9892823378	0.318974664
450	0.9892823378	0.3183772313
451	0.9892823378	0.317592876
452	0.9892823378	0.3160985234
453	0.9892823378	0.3153828408
454	0.9892823378	0.3150869576
455	0.9892823378	0.3137888825
456	0.9892823378	0.3131830701
457	0.9892823378	0.3124960472
458	0.9892823378	0.3120155053
459	0.9892823378	0.3115991605
460	0.9892823378	0.3104773587
461	0.9892823378	0.309351136
462	0.9892823378	0.3085492062
463	0.9892823378	0.3076865406
464	0.9892823378	0.3074425865
465	0.9892823378	0.306894001
466	0.9892823378	0.3058587026
467	0.9892823378	0.3053525236
468	0.9892823378	0.3046274033
469	0.9892823378	0.3039762434
470	0.9892823378	0.3033037117
471	0.9892823378	0.3024411106
472	0.9892823378	0.3015533484
473	0.9892823378	0.3010520658
474	0.9892823378	0.3003332528
475	0.9892823378	0.29476	0.988476	0.9892823378	0.29477	1	0.3477	0.9892478	1	0.3135030491
479	1	0.3130258436
480	1	0.3121651604
481	1	0.3116479962
482	1	0.3109572493
483	1	0.3099387923
484	1	0.3089298541
485	1	0.3082298244
486	1	0.3076918704
487	1	0.3068572861
488	1	0.3059060351
489	1	0.3049534357
490	1	0.3038195035
491	1	0.3034290312
492	1	0.3029967986
493	1	0.3022234771
494	1	0.3014368953
495	1	0.3008149045
496	1	0.3003898016
497	1	0.29986193
498	1	0.2990869697
499	1	0.2983776799
500	1	0.2975675561
501	1	0.2966980336
502	1	0.2961640793
503	1	0.2954087878
504	1	0.2947755856
505	1	0.2941014647
506	1	0.2936488885
507	1	0.2931301501
508	1	0.292432448
509	1	0.2918222051
510	1	0.2911092564
511	1	0.2909087514
512	1	0.2901725
513	1	0.2897452878
514	1	0.2891280641
515	1	0.2878077635
516	1	0.2872745865
517	1	0.2866923269
518	1	0.2857664388
519	1	0.2848820147
520	1	0.28416006
521	1	0.2837020993
522	1	0.2826779008
523	1	0.2818938887
524	1	0.2813693021
525	1	0.2810496205
526	1	0.2808749039
527	1	0.2802965104
528	1	0.2796197739
529	1	0.2792240251
530	1	0.2789876769
531	1	0.2782290521
532	1	0.2777145768
533	1	0.2771016591
534	1	0.2764300619
535	1	0.2756648564
536	1	0.2746723252
537	1	0.2738169493
538	1	0.2728392247
539	1	0.2722625066
540	1	0.2718630628
541	1	0.2711093658
542	1	0.2708555918
543	1	0.270345862
544	1	0.2695388157
545	1	0.268894645
546	1	0.2685405848
547	1	0.2678430434
548	1	0.2668671161
549	1	0.2661755837
550	1	0.265328429
551	1	0.2651198551
552	1	0.2645170171
553	1	0.2639660063
554	1	0.2635769276
555	1	0.2631414526
556	1	0.2625191038
557	1	0.2619100532
558	1	0.261226605
559	1	0.2605638865
560	1	0.2601264343
561	1	0.2594129038
562	1	0.2588479627
563	1	0.2586428343
564	1	0.2581823593
565	1	0.2578205153
566	1	0.2573736709
567	1	0.2566494038
568	1	0.2558244457
569	1	0.2552930198
570	1	0.2547366395
571	1	0.2541147764
572	1	0.2529782136
573	1	0.2525019635
574	1	0.2519959409
575	1	0.2515006412
576	1	0.2508883208
577	1	0.2505786968
578	1	0.2503188609
579	1	0.2499853011
580	1	0.2496218625
581	1	0.2492284686
582	1	0.2488626408
583	1	0.2484508409
584	1	0.248254529
585	1	0.2476726547
586	1	0.2470690594
587	1	0.2467449535
588	1	0.2456829966
589	1	0.2450803662
590	1	0.2445206029
591	1	0.2437211055
592	1	0.2431318224
593	1	0.2425434233
594	1	0.2418871001
595	1	0.2415159816
596	1	0.2410838177
597	1	0.2402633172
598	1	0.2397578747
599	1	0.2393181641
600	1	0.2390098882
601	1	0.2385866714
602	1	0.2379936141
603	1	0.2377042552
604	1	0.237363875
605	1	0.2368693157
606	1	0.2366184624
607	1	0.2359089143
608	1	0.2354631596
609	1	0.2351038621
610	1	0.2345737269
611	1	0.2339354652
612	1	0.2336035311
613	1	0.2332001607
614	1	0.2325972644
615	1	0.2324275869
616	1	0.2319425909
617	1	0.2314495724
618	1	0.2308535584
619	1	0.2303603492
620	1	0.2296859488
621	1	0.2290064698
622	1	0.2285199799
623	1	0.2282485266
624	1	0.2278979188
625	1	0.2272506915
626	1	0.22674026
627	1	0.2262875983
628	1	0.2257632262
629	1	0.2253163653
630	1	0.2248697845
631	1	0.2244772079
632	1	0.2239394329
633	1	0.2235971762
634	1	0.2231983319
635	1	0.222645423
636	1	0.2222287102
637	1	0.2217241505
638	1	0.2212380675
639	1	0.2207594243
640	1	0.2201215188
641	1	0.2198437021
642	1	0.2195023401
643	1	0.2189675209
644	1	0.2186339929
645	1	0.2180145813
646	1	0.2176116924
647	1	0.2171877147
648	1	0.2170846625
649	1	0.2165034269
650	1	0.215744721
651	1	0.2152270345
652	1	0.2149349195
653	1	0.2145605767
654	1	0.2142012627
655	1	0.2137704632
656	1	0.2133947054
657	1	0.2131064938
658	1	0.2127622691
659	1	0.2124289814
660	1	0.212245831
661	1	0.2119524158
662	1	0.2114603719
663	1	0.2109786693
664	1	0.2107147268
665	1	0.2102461256
666	1	0.2099089697
667	1	0.2094986879
668	1	0.2090710185
669	1	0.2086380259
670	1	0.2082491478
671	1	0.20784734
672	1	0.2074669607
673	1	0.2071316867
674	1	0.2068930722
675	1	0.2064803458
676	1	0.2058516653
677	1	0.2055635546
678	1	0.2051785439
679	1	0.2046428767
680	1	0.2042368042
681	1	0.203921215
682	1	0.2035615336
683	1	0.2034090747
684	1	0.2029768025
685	1	0.202458876
686	1	0.2021799699
687	1	0.2017602038
688	1	0.2014305436
689	1	0.2009563317
690	1	0.2002839531
691	1	0.1999797831
692	1	0.199588913
693	1	0.1993384251
694	1	0.1989306736
695	1	0.1986687492
696	1	0.1981161299
697	1	0.197708293
698	1	0.1974251001
699	1	0.1971004636
700	1	0.1964126185
701	1	0.1959735072
702	1	0.1957880756
703	1	0.195551024
704	1	0.1951292607
705	1	0.194809342
706	1	0.1941951926
707	1	0.1935280277
708	1	0.1931857609
709	1	0.192947069
710	1	0.1926541322
711	1	0.1922628855
712	1	0.1921325419
713	1	0.1917287738
714	1	0.1913540459
715	1	0.1908643149
716	1	0.1905463335
717	1	0.190151465
718	1	0.1898939566
719	1	0.1896650017
720	1	0.1893022696
721	1	0.1889054156
722	1	0.1883596158
723	1	0.1877962746
724	1	0.1872897774
725	1	0.1870172801
726	1	0.1867301227
727	1	0.1863524404
728	1	0.186204084
729	1	0.185987179
730	1	0.1855101415
731	1	0.1851552615
732	1	0.1848697802
733	1	0.1845314451
734	1	0.1841367221
735	1	0.1839356205
736	1	0.1836680048
737	1	0.1833565343
738	1	0.1830856973
739	1	0.1828423352
740	1	0.1823728489
741	1	0.1820028571
742	1	0.1816639035
743	1	0.1814089586
744	1	0.1809827523
745	1	0.180799732
746	1	0.1804961896
747	1	0.1799733368
748	1	0.1796366501
749	1	0.1793329797
750	1	0.1791260103
751	1	0.1788069184
752	1	0.1786203446
753	1	0.1783430423
754	1	0.178119828
755	1	0.1780074458
756	1	0.1777508081
757	1	0.1775561056
758	1	0.1773598734
759	1	0.1771849909
760	1	0.1768915011
761	1	0.176449145
762	1	0.1762505439
763	1	0.1759339531
764	1	0.1756156386
765	1	0.1754028607
766	1	0.1751237182
767	1	0.1746483339
768	1	0.1742768578
769	1	0.1740759779
770	1	0.1737017619
771	1	0.173324935
772	1	0.1729254679
773	1	0.1727170432
774	1	0.1723757059
775	1	0.1720327899
776	1	0.1717328212
777	1	0.1714761075
778	1	0.1712576051
779	1	0.1709726058
780	1	0.1707896057
781	1	0.1704537416
782	1	0.1701382518
783	1	0.1698466314
784	1	0.169490455
785	1	0.1691363231
786	1	0.1689930338
787	1	0.1687840398
788	1	0.1685820327
789	1	0.1683715925
790	1	0.1681251081
791	1	0.1680060755
792	1	0.1678542099
793	1	0.1676819606
794	1	0.1672602384
795	1	0.1668842417
796	1	0.1667269742
797	1	0.1665272442
798	1	0.1661430881
799	1	0.1659541945
800	1	0.1657432079
801	1	0.1653772413
802	1	0.1653072677
803	1	0.1650063464
804	1	0.1646683083
805	1	0.1644083909
806	1	0.1641007164
807	1	0.1638613027
808	1	0.163629834
809	1	0.163471908
810	1	0.1631260579
811	1	0.1627796958
812	1	0.1625382657
813	1	0.1620961409
814	1	0.1618645191
815	1	0.1616529373
816	1	0.1614798584
817	1	0.1610345667
818	1	0.1607771663
819	1	0.1605557493
820	1	0.1603498348
821	1	0.1600492155
822	1	0.159707987
823	1	0.1593766637
824	1	0.1592477876
825	1	0.1589462571
826	1	0.1585879281
827	1	0.1584137956
828	1	0.1580844267
829	1	0.1576990472
830	1	0.157476021
831	1	0.1572308521
832	1	0.1570120033
833	1	0.1567479901
834	1	0.156453904
835	1	0.1562293946
836	1	0.1560100596
837	1	0.155777755
838	1	0.155635375
839	1	0.1552245761
840	1	0.1549082538
841	1	0.1547022786
842	1	0.1543625193
843	1	0.1540228959
844	1	0.1537697105
845	1	0.1535845262
846	1	0.1533349083
847	1	0.1531577103
848	1	0.1529530897
849	1	0.1527434533
850	1	0.152566255
851	1	0.1524032376
852	1	0.1522309447
853	1	0.1519708518
854	1	0.1518561297
855	1	0.1517106072
856	1	0.151513155
857	1	0.1513265081
858	1	0.151194209
859	1	0.1509753359
860	1	0.1507809598
861	1	0.1505863924
862	1	0.1503140155
863	1	0.1501242827
864	1	0.1498942312
865	1	0.1495062533
866	1	0.1493155084
867	1	0.1491046986
868	1	0.1488953297
869	1	0.1486815122
870	1	0.1484371497
871	1	0.1482112081
872	1	0.1479025659
873	1	0.1476554767
874	1	0.1474763794
875	1	0.1473250173
876	1	0.1470392866
877	1	0.1467991271
878	1	0.1466530494
879	1	0.1464362221
880	1	0.1462369547
881	1	0.1461033548
882	1	0.1458907312
883	1	0.1456487865
884	1	0.1454963416
885	1	0.1453529705
886	1	0.1451054904
887	1	0.1448540687
888	1	0.1447385806
889	1	0.1445037681
890	1	0.1443787248
891	1	0.1442001817
892	1	0.1440371599
893	1	0.1437959
894	1	0.1436296983
895	1	0.1434609349
896	1	0.143224562
897	1	0.1431016985
898	1	0.142831211
899	1	0.1426174344
900	1	0.14243099
901	1	0.1420636063
902	1	0.1417350465
903	1	0.1415840163
904	1	0.1412844441
905	1	0.1411171645
906	1	0.1409331688
907	1	0.1407383163
908	1	0.1404976565
909	1	0.1403234918
910	1	0.1399904132
911	1	0.1398079769
912	1	0.1396534982
913	1	0.1394175316
914	1	0.1393276216
915	1	0.1391318008
916	1	0.1387324883
917	1	0.1384914537
918	1	0.1383675961
919	1	0.1382601252
920	1	0.1380932538
921	1	0.1379133422
922	1	0.1377134877
923	1	0.1375339336
924	1	0.1374111895
925	1	0.137188684
926	1	0.1371120306
927	1	0.1369797333
928	1	0.1367684829
929	1	0.1365632302
930	1	0.136308467
931	1	0.1361482652
932	1	0.1359465229
933	1	0.1358344776
934	1	0.135736321
935	1	0.1355950621
936	1	0.135265595
937	1	0.1351044878
938	1	0.1349232059
939	1	0.1347040149
940	1	0.1345756513
941	1	0.1343928903
942	1	0.1342593721
943	1	0.1341102067
944	1	0.1337131558
945	1	0.1336333822
946	1	0.1334858794
947	1	0.1332438502
948	1	0.1329988601
949	1	0.1328718551
950	1	0.1326451551
951	1	0.1325049984
952	1	0.1323264242
953	1	0.1320695523
954	1	0.1318581701
955	1	0.131673926
956	1	0.1315437567
957	1	0.1314297687
958	1	0.1311911877
959	1	0.1310195755
960	1	0.1308790646
961	1	0.1305232192
962	1	0.13037748
963	1	0.1301578678
964	1	0.1300366033
965	1	0.1299059097
966	1	0.1297289147
967	1	0.1295779241
968	1	0.1294118512
969	1	0.1293255708
970	1	0.129117082
971	1	0.1289530763
972	1	0.1287835844
973	1	0.1286227972
974	1	0.1284708469
975	1	0.1283684474
976	1	0.1281428749
977	1	0.1279300035
978	1	0.127710834
979	1	0.1275980306
980	1	0.1273913492
981	1	0.1271577732
982	1	0.1269954142
983	1	0.1268316749
984	1	0.126658183
985	1	0.126536014
986	1	0.1264053425
987	1	0.1263008304
988	1	0.1261634828
989	1	0.1260689314
990	1	0.1259454923
991	1	0.1258135016
992	1	0.1257261662
993	1	0.12553398
994	1	0.1253661225
995	1	0.1252332028
996	1	0.1250598927
997	1	0.1248294288
998	1	0.1247069946
999	1	0.1245799006
8
961	1	0.1170871811
962	1	0.1169726434
963	1	0.1167664471
964	1	0.1165608035
965	1	0.1163184423
966	1	0.1161482294
967	1	0.1158770472
968	1	0.1157250996
969	1	0.1155542832
970	1	0.1153377164
971	1	0.1152263002
972	1	0.1151238518
973	1	0.1148666353
974	1	0.1146566205
975	1	0.1144313513
976	1	0.1143243235
977	1	0.1141657102
978	1	0.1140258649
979	1	0.1138470325
980	1	0.1136836194
981	1	0.1135233336
982	1	0.1132877121
983	1	0.1131001732
984	1	0.1129461778
985	1	0.1128853266
986	1	0.1127644803
987	1	0.1125716305
988	1	0.1124925732
989	1	0.1123775478
990	1	0.112131478
991	1	0.1119013756
992	1	0.1117574951
993	1	0.1116414469
994	1	0.111420561
995	1	0.1111976076
996	1	0.1110768205
997	1	0.1109996185
998	1	0.1109227851
999	1	0.1107827663
1260365425
982	1	0.1258715629
983	1	0.1257617089
984	1	0.1256847356
985	1	0.1254751106
986	1	0.1253245972
987	1	0.125136678
988	1	0.1249355947
989	1	0.1245918448
990	1	0.1244510698
991	1	0.1243510629
992	1	0.1241024196
993	1	0.1240299316
994	1	0.1239081864
995	1	0.1237229341
996	1	0.1235647082
997	1	0.123464363
998	1	0.1233380518
999	1	0.1232423926
