iter	F1	Logloss
162	0.9980407524	0.1268220028
163	0.9984326019	0.1257456693
164	0.9984326019	0.1246841685
165	0.9984326019	0.1235943793
166	0.9986287953	0.1223894882
167	0.9986287953	0.1212323547
168	0.9986287953	0.1207219272
169	0.9986287953	0.1199474694
170	0.9986287953	0.1188031775
171	0.9988249119	0.1181126413
172	0.9988249119	0.1170771818
173	0.9988249119	0.1163143522
174	0.9988249119	0.1150955843
175	0.9988249119	0.1143937451
176	0.9988249119	0.1132114262
177	0.9988249119	0.1121929382
178	0.9988249119	0.1111193475
179	0.9988249119	0.1106157709
180	0.9988249119	0.1095544398
181	0.9988249119	0.1088963216
182	0.9988249119	0.1082021863
183	0.9988249119	0.1073888544
184	0.9988249119	0.1067022079
185	0.9988249119	0.1058966633
186	0.9990209516	0.1047858634
187	0.9990209516	0.1038361171
188	0.9990209516	0.1030507253
189	0.9992169146	0.1022585492
190	0.9992169146	0.1015735084
191	0.9992169146	0.10053651
192	0.9994128009	0.09980623348
193	0.9994128009	0.09904487307
194	0.9994128009	0.09836014378
195	0.9994128009	0.09803781152
196	0.9994128009	0.09737522868
197	0.9996086106	0.09661811126
198	0.9996086106	0.09602646561
199	0.9996086106	0.09529403129
200	0.9996086106	0.09445955966
201	0.9996086106	0.09360333998
202	0.9996086106	0.09288496331
203	0.9998043436	0.09219858368
204	0.9998043436	0.091339171
205	0.9998043436	0.09066145509
206	0.9998043436	0.09007900918
207	0.9998043436	0.08966509914
208	0.9998043436	0.08924681673
209	0.9998043436	0.08863356724
210	0.9998043436	0.08821182183
211	0.9998043436	0.08762887953
212	0.9998043436	0.08687179235
213	0.9998043436	0.08624829418
214	0.9998043436	0.08592388946
215	0.9998043436	0.08522682221
216	0.9998043436	0.08458639156
217	0.9998043436	0.08355464215
218	0.9998043436	0.08289822546
219	0.9998043436	0.08246900632
220	0.9998043436	0.08185333248
221	0.9998043436	0.08138866874
222	0.9998043436	0.08082339888
223	0.9998043436	0.08047337361
224	0.9998043436	0.0798879797
225	0.9998043436	0.07941077393
226	0.9998043436	0.07900797847
227	1	0.0784456512
228	0.9998043436	0.07775871817
229	0.9998043436	0.07726250315
230	0.9998043436	0.07667107616
231	1	0.07605565297
232	1	0.07541136457
233	1	0.07480500461
234	1	0.07442656517
235	1	0.07392206435
236	1	0.0734503662
237	1	0.07306137523
238	1	0.07264412011
239	1	0.07218011087
240	1	0.07172654584
241	1	0.07124798396
242	1	0.0705649711
243	1	0.07003994021
244	1	0.06955456436
245	1	0.06897195436
246	1	0.06851258421
247	1	0.06813408911
248	1	0.0675595269
249	1	0.06727149041
250	1	0.06692500121
251	1	0.06657551028
252	1	0.06626111374
253	1	0.06585237085
254	1	0.06545470134
255	1	0.06497471722
256	1	0.06464301481
257	1	0.06422277978
258	1	0.06402036685
259	1	0.06347177127
260	1	0.0630806244
261	1	0.06279830395
262	1	0.06232603359
263	1	0.06189807921
264	1	0.06159787377
265	1	0.06128966622
266	1	0.06088885105
267	1	0.0605898762
268	1	0.06036650619
269	1	0.06009635062
270	1	0.05983199282
271	1	0.05946518632
272	1	0.05920787839
273	1	0.05901631279
274	1	0.05873999885
275	1	0.05848932758
276	1	0.05805849844
277	1	0.05789086207
278	1	0.05750135679
279	1	0.05731301356
280	1	0.05697366414
281	1	0.05668806379
282	1	0.05625011416
283	1	0.05598925721
284	1	0.05574158037
285	1	0.05541692066
286	1	0.05512626598
287	1	0.05479825907
288	1	0.05461527807
289	1	0.05439472909
290	1	0.0541174703
291	1	0.05389777569
292	1	0.05349591347
293	1	0.05335002043
294	1	0.05312220509
295	1	0.05277265134
296	1	0.05241672733
297	1	0.05218100363
298	1	0.05176234373
299	1	0.05141348843
300	1	0.05116254359
301	1	0.05089374492
302	1	0.05058823002
303	1	0.05013178112
304	1	0.04985131126
305	1	0.04950185213
306	1	0.04929672379
307	1	0.04903611961
308	1	0.04889959207
309	1	0.04864048283
310	1	0.04835410717
311	1	0.04802604033
312	1	0.047822078
313	1	0.04750215863
314	1	0.04720607711
315	1	0.04698110844
316	1	0.04678038274
317	1	0.04661887684
318	1	0.04635274942
319	1	0.04611401953
320	1	0.04577409975
321	1	0.04560314958
322	1	0.0454551024
323	1	0.0452474632
324	1	0.04504590742
325	1	0.04477129054
326	1	0.04450814089
327	1	0.04423746236
328	1	0.04397301091
329	1	0.04378363441
330	1	0.04366908734
331	1	0.04341255773
332	1	0.04313356724
333	1	0.04294611108
334	1	0.04282053439
335	1	0.04262199732
336	1	0.04240134146
337	1	0.04219801752
338	1	0.04205374205
339	1	0.0418238899
340	1	0.04168611067
341	1	0.04157235001
342	1	0.04134537215
343	1	0.04119899015
344	1	0.04105574021
345	1	0.04085290719
346	1	0.04062255707
347	1	0.04044076777
348	1	0.04030560214
349	1	0.04011828669
350	1	0.03990929174
351	1	0.03972840394
352	1	0.03944682208
353	1	0.0392703807
354	1	0.03912239363
355	1	0.03897402928
356	1	0.03871736071
357	1	0.03851144277
358	1	0.03841799343
359	1	0.03830200385
360	1	0.03809679161
361	1	0.03801470073
362	1	0.03787379646
363	1	0.03762141744
364	1	0.03748868987
365	1	0.03738717029
366	1	0.03728962022
367	1	0.03719985534
368	1	0.03703833484
369	1	0.03680180224
370	1	0.036571436
371	1	0.03647811678
372	1	0.03628627677
373	1	0.03615950117
374	1	0.03588840698
375	1	0.03573278703
376	1	0.03566631131
377	1	0.0354920988
378	1	0.03529311718
379	1	0.03514749679
380	1	0.03494901108
381	1	0.03479556047
382	1	0.0346647039
383	1	0.03450860832
384	1	0.03432806407
385	1	0.0342122111
386	1	0.03408216396
387	1	0.03392851067
388	1	0.03380110118
389	1	0.03362687171
390	1	0.03345927493
391	1	0.03336623635
392	1	0.03325993027
393	1	0.03311032601
394	1	0.03298453806
395	1	0.03284105442
396	1	0.03268415678
397	1	0.03251697247
398	1	0.03238525159
399	1	0.03220214682
400	1	0.03208314016
401	1	0.03191297839
402	1	0.03178276185
403	1	0.03164975082
404	1	0.03149392159
405	1	0.0313935554
406	1	0.03130591407
407	1	0.03110418551
408	1	0.03095014665
409	1	0.03080928597
410	1	0.03071736685
411	1	0.03058231583
412	1	0.0303589759
413	1	0.03023284097
414	1	0.03013097007
415	1	0.02999049767
416	1	0.0298862157
417	1	0.02975700301
418	1	0.02964913908
419	1	0.02950917427
420	1	0.02934357153
421	1	0.02923925885
422	1	0.02912684565
423	1	0.02899738143
424	1	0.02887472712
425	1	0.02874757376
426	1	0.02863305584
427	1	0.02852371635
428	1	0.0283851875
429	1	0.0282648151
430	1	0.02818071118
431	1	0.02807493959
432	1	0.02799003901
433	1	0.02788267785
434	1	0.02776296607
435	1	0.02765727319
436	1	0.02752630977
437	1	0.02740637216
438	1	0.027285378
439	1	0.02720008722
440	1	0.02711422113
441	1	0.02702484543
442	1	0.02694435025
443	1	0.02686925336
444	1	0.02677448047
445	1	0.026626059
446	1	0.02649875136
447	1	0.02640941934
448	1	0.02635329616
449	1	0.02617183735
450	1	0.02603746933
451	1	0.02592347073
452	1	0.02586194981
453	1	0.02575020914
454	1	0.02562053334
455	1	0.02555176471
456	1	0.02547967558
457	1	0.02534478648
458	1	0.0252508524
459	1	0.02515587757
460	1	0.0250093866
461	1	0.02490158242
462	1	0.02480544265
463	1	0.02475213295
464	1	0.02466769765
465	1	0.02457696129
466	1	0.0244984437
467	1	0.02441706581
468	1	0.02430487462
469	1	0.02423435742
470	1	0.02416090884
471	1	0.02406922099
472	1	0.02399468336
473	1	0.02391060724
474	1	0.02381676666
475	1	0.02375637172
476	1	0.0236918556
477	1	0.02360910681
478	1	0.02356059109
479	1	0.02341017841
480	1	0.02333275979
481	1	0.0232790111
482	1	0.02320102891
483	1	0.02314154126
484	1	0.02305155959
485	1	0.02295738398
486	1	0.02287520805
487	1	0.02281087167
488	1	0.02272757888
489	1	0.02268176963
490	1	0.0226094632
491	1	0.02256029814
492	1	0.0224621524
493	1	0.02235901974
494	1	0.02227408312
495	1	0.02222102378
496	1	0.02216948118
497	1	0.02208896513
498	1	0.02202490354
499	1	0.0219492083
500	1	0.02188702699
501	1	0.02182100886
502	1	0.02173908567
503	1	0.02166249809
504	1	0.02160294148
505	1	0.02152313195
506	1	0.02140749239
507	1	0.02133516244
508	1	0.02128179609
509	1	0.02123587856
510	1	0.02114739605
511	1	0.02107118105
512	1	0.02100594723
513	1	0.02093119841
514	1	0.02085897177
515	1	0.02080955476
516	1	0.02074735747
517	1	0.02069205322
518	1	0.02061066751
519	1	0.02055503508
520	1	0.02050752076
521	1	0.02042516323
522	1	0.02033059322
523	1	0.02026717328
524	1	0.02018389815
525	1	0.0201122705
526	1	0.0200722755
527	1	0.0199848082
528	1	0.01990973635
529	1	0.01987804521
530	1	0.01978579242
531	1	0.01969484998
532	1	0.01963957476
533	1	0.01958054957
534	1	0.01950348593
535	1	0.01943586547
536	1	0.01937782023
537	1	0.01932153131
538	1	0.01925135715
539	1	0.0192127423
540	1	0.0191344145
541	1	0.01909784584
542	1	0.0190415942
543	1	0.01898186535
544	1	0.01893662672
545	1	0.01890012024
546	1	0.0188479888
547	1	0.01880388438
548	1	0.01874585022
549	1	0.01866984366
550	1	0.01859325818
551	1	0.01856147433
552	1	0.01851327516
553	1	0.01846536484
554	1	0.01842388482
555	1	0.01839014195
556	1	0.01833243315
557	1	0.01827756076
558	1	0.01824236895
559	1	0.01820967094
560	1	0.01818081223
561	1	0.0181298916
562	1	0.01805568918
563	1	0.01802318201
564	1	0.01797086258
565	1	0.01791541048
566	1	0.01785629729
567	1	0.01779725876
568	1	0.01774247169
569	1	0.0176640829
570	1	0.01762718217
571	1	0.01757467095
572	1	0.01753352394
573	1	0.0174780675
574	1	0.01742192627
575	1	0.01738625033
576	1	0.01731895703
577	1	0.01729298403
578	1	0.01726450481
579	1	0.01722237196
580	1	0.01716687661
581	1	0.0171152499
582	1	0.01707487162
583	1	0.01703737303
584	1	0.01699936216
585	1	0.01696132006
586	1	0.01690942792
587	1	0.01687030465
588	1	0.01680508033
589	1	0.01675508319
590	1	0.01669843607
591	1	0.01666379889
592	1	0.01660243329
593	1	0.01654745718
594	1	0.01650973677
595	1	0.01647489878
596	1	0.01643513579
597	1	0.01640528468
598	1	0.01636427013
599	1	0.01631563088
600	1	0.01627997319
601	1	0.0162255589
602	1	0.01618637961
603	1	0.01613914542
604	1	0.01610412794
605	1	0.0160852077
606	1	0.01603452232
607	1	0.01599628075
608	1	0.0159537854
609	1	0.01592669597
610	1	0.01588369467
611	1	0.01584127753
612	1	0.01581665298
613	1	0.01575895464
614	1	0.01572803162
615	1	0.01568672928
616	1	0.01565077509
617	1	0.01561376802
618	1	0.01556645191
619	1	0.01554550466
620	1	0.01551374777
621	1	0.01546824613
622	1	0.01542578465
623	1	0.01538284969
624	1	0.01533106419
625	1	0.01529158571
626	1	0.01527181
627	1	0.01523188267
628	1	0.01520456944
629	1	0.01516716623
630	1	0.01510872074
631	1	0.01506946834
632	1	0.01502814903
633	1	0.0149562159
634	1	0.01492227796
635	1	0.01487463807
636	1	0.01482759461
637	1	0.01478631788
638	1	0.01475042078
639	1	0.01472393046
640	1	0.01469254895
641	1	0.01465501938
642	1	0.01462135368
643	1	0.01457377456
644	1	0.01453334032
645	1	0.01449187813
646	1	0.01446208703
647	1	0.01442488702
648	1	0.01437418915
649	1	0.01433850222
650	1	0.01430058295
651	1	0.01427498809
652	1	0.01423705762
653	1	0.0142086522
654	1	0.01418605408
655	1	0.01415914009
656	1	0.01412857405
657	1	0.01408577631
658	1	0.01405002278
659	1	0.01400931606
660	1	0.01397503034
661	1	0.01394388255
662	1	0.0139101021
663	1	0.0138797415
664	1	0.01385616836
665	1	0.01382188884
666	1	0.01377149856
667	1	0.01373963771
668	1	0.01370276931
669	1	0.01367200041
670	1	0.01364896861
671	1	0.01361217488
672	1	0.01358712232
673	1	0.01352961429
674	1	0.01350421636
675	1	0.01347007477
676	1	0.01343327997
677	1	0.013396967
678	1	0.01336357587
679	1	0.01334213823
680	1	0.01331375131
681	1	0.01327962771
682	1	0.0132388277
683	1	0.01321368423
684	1	0.01319767602
685	1	0.01316598639
686	1	0.01313226749
687	1	0.01310682183
688	1	0.01308651521
689	1	0.01305206631
690	1	0.01300925246
691	1	0.01297643066
692	1	0.01294177369
693	1	0.01291745187
694	1	0.01290045211
695	1	0.01286379533
696	1	0.01283363668
697	1	0.01280870348
698	1	0.01277852354
699	1	0.01275716265
700	1	0.01272621834
701	1	0.01269046916
702	1	0.01265707211
703	1	0.01262978285
704	1	0.01260945652
705	1	0.01256990941
706	1	0.01254031125
707	1	0.01250600123
708	1	0.01247690094
709	1	0.01244782594
710	1	0.01241602435
711	1	0.01238608223
712	1	0.01235853564
713	1	0.01232836725
714	1	0.01231186211
715	1	0.0122793153
716	1	0.01225546381
717	1	0.01223889409
718	1	0.01222067812
719	1	0.0121920941
720	1	0.01216035976
721	1	0.01211927798
722	1	0.01210253701
723	1	0.01207023715
724	1	0.01205584512
725	1	0.01203721676
726	1	0.01201226212
727	1	0.01198721212
728	1	0.01196747788
729	1	0.01194195187
730	1	0.01192184826
731	1	0.01190001655
732	1	0.01187265221
733	1	0.01183210423
734	1	0.01180543671
735	1	0.01178193278
736	1	0.0117437068
737	1	0.01171883492
738	1	0.01169579366
739	1	0.01167711212
740	1	0.01165024843
741	1	0.01163541974
742	1	0.01160951958
743	1	0.01158446301
744	1	0.0115542267
745	1	0.01152550282
746	1	0.01150863902
747	1	0.01148274983
748	1	0.01146259695
749	1	0.01143851029
750	1	0.01141181849
751	1	0.01138203139
752	1	0.01135960369
753	1	0.01134821157
754	1	0.0113170863
755	1	0.01128981699
756	1	0.0112661936
757	1	0.01124690871
758	1	0.01121799616
759	1	0.01119937125
760	1	0.01117204969
761	1	0.01114435728
762	1	0.0111260191
763	1	0.01110113469
764	1	0.01106489089
765	1	0.01105344389
766	1	0.01101516813
767	1	0.01098228429
768	1	0.01095047328
769	1	0.01092633564
770	1	0.01091581119
771	1	0.01088917545
772	1	0.01086709759
773	1	0.01083964805
774	1	0.01081784964
775	1	0.01079627323
776	1	0.01077130191
777	1	0.01074879692
778	1	0.01072297635
779	1	0.01069802987
780	1	0.01068339815
781	1	0.01066156071
782	1	0.01064190936
783	1	0.01061145108
784	1	0.01059030865
785	1	0.0105667052
786	1	0.01054096415
787	1	0.01051379301
788	1	0.01049548025
789	1	0.01046526711
790	1	0.01043755031
791	1	0.01041046118
792	1	0.01039717322
793	1	0.01038426877
794	1	0.0103644561
795	1	0.01033253473
796	1	0.01030726776
797	1	0.01029138321
798	1	0.01027870436
799	1	0.01025553731
800	1	0.01024100671
801	1	0.01021514849
802	1	0.01020116701
803	1	0.01018329165
804	1	0.01016267427
805	1	0.0101370651
806	1	0.01011045066
807	1	0.01008518992
808	1	0.01006793855
809	1	0.01005155136
810	1	0.01002092435
811	1	0.009996444412
812	1	0.009978860068
813	1	0.009956897298
814	1	0.009936435866
815	1	0.009916364905
816	1	0.009916355861
817	1	0.00990324542
818	1	0.009882664938
819	1	0.009859073089
820	1	0.009837804041
821	1	0.009815259187
822	1	0.009804049113
823	1	0.009779033017
824	1	0.009762140693
825	1	0.009749512215
826	1	0.009729298444
827	1	0.009710005778
828	1	0.00969490186
829	1	0.009668322448
830	1	0.009643093143
831	1	0.009622784885
832	1	0.009604256281
833	1	0.009593266298
834	1	0.009581005459
835	1	0.009559037829
836	1	0.009534727208
837	1	0.009519396456
838	1	0.00950770145
839	1	0.009491207089
840	1	0.009469589311
841	1	0.009450453897
842	1	0.009430912635
843	1	0.009406947793
844	1	0.009388784226
845	1	0.00936620017
846	1	0.00936620017
847	1	0.009342537649
848	1	0.009319983562
849	1	0.00930001624
850	1	0.009290436898
851	1	0.009273243748
852	1	0.009252354234
853	1	0.009238543687
854	1	0.009224215641
855	1	0.00920725807
856	1	0.009178955574
857	1	0.009156783333
858	1	0.009141802483
859	1	0.009119133029
860	1	0.009114484966
861	1	0.009100813265
862	1	0.009090251218
863	1	0.009066661065
864	1	0.009052446377
865	1	0.009036884367
866	1	0.0090226509
867	1	0.008999989745
868	1	0.008984251372
869	1	0.008973706804
870	1	0.008952254467
871	1	0.008933358782
872	1	0.008913123292
873	1	0.008899321231
874	1	0.008886807075
875	1	0.0088613979
876	1	0.008845545714
877	1	0.00883325526
878	1	0.008825975058
879	1	0.008804868274
880	1	0.008795481482
881	1	0.008778242513
882	1	0.008763034817
883	1	0.008752212167
884	1	0.00874729374
885	1	0.008731940846
886	1	0.008718704265
887	1	0.008707389935
888	1	0.008697537929
889	1	0.008685210953
890	1	0.00867089325
891	1	0.008654319863
892	1	0.008635841528
893	1	0.008620376664
894	1	0.008603930854
895	1	0.008592351845
896	1	0.008578114601
897	1	0.008569139103
898	1	0.008550980758
899	1	0.008533890398
900	1	0.008520829462
901	1	0.008506341503
902	1	0.00849429419
903	1	0.008479232547
904	1	0.008457685169
905	1	0.008448198145
906	1	0.008433860192
907	1	0.008425610285
908	1	0.008413786326
909	1	0.008405212082
910	1	0.008389296512
911	1	0.00837089108
912	1	0.00837089108
913	1	0.0083598036
914	1	0.008353368285
915	1	0.008337914703
916	1	0.008328391569
917	1	0.008315172248
918	1	0.008300409223
919	1	0.008300372806
920	1	0.008287587708
921	1	0.008284612169
922	1	0.008267231329
923	1	0.008249451204
924	1	0.0082332182
925	1	0.008233033531
926	1	0.008219873053
927	1	0.008219854267
928	1	0.008201743281
929	1	0.008201734936
930	1	0.008198139264
931	1	0.008185201706
932	1	0.008167073575
933	1	0.00815698534
934	1	0.008137403519
935	1	0.008122674563
936	1	0.008108493324
937	1	0.008096088155
938	1	0.008081021744
939	1	0.008065484564
940	1	0.008048763194
941	1	0.0080328293
942	1	0.008016756105
943	1	0.008001846893
944	1	0.007984955842
945	1	0.007969579359
946	1	0.007958017344
947	1	0.007950923014
948	1	0.007931424829
949	1	0.007931365181
950	1	0.007917918994
951	1	0.007899575719
952	1	0.007894112729
953	1	0.007878288186
954	1	0.007854595384
955	1	0.007854575509
956	1	0.007853511161
957	1	0.007836236975
958	1	0.007824826459
959	1	0.007823071063
960	1	0.007807446692
961	1	0.007795340749
962	1	0.007779059706
963	1	0.007764364231
964	1	0.007750388633
965	1	0.007734984312
966	1	0.007722570787
967	1	0.007708128243
968	1	0.007695273349
969	1	0.007687761442
970	1	0.00767263831
971	1	0.007660592249
972	1	0.007649678552
973	1	0.007636712377
974	1	0.00763238443
975	1	0.007623191485
976	1	0.007610835923
977	1	0.007596435216
978	1	0.007579974074
979	1	0.007574213685
980	1	0.007559008227
981	1	0.007553082992
982	1	0.007553078115
983	1	0.007543095291
984	1	0.007527736305
985	1	0.00751238822
986	1	0.007498822577
987	1	0.007486540558
988	1	0.00747455792
989	1	0.007460554804
990	1	0.007448619837
991	1	0.007434642923
992	1	0.007424399172
993	1	0.007424397829
994	1	0.007414723208
995	1	0.007402848463
996	1	0.007390575798
997	1	0.007381854738
998	1	0.007381848343
999	1	0.007373637812
